x,y,z
-0.53479487,-3.4024537,4.538607
11.150916,3.7548378,1.8968107
5.9090466,-21.292152,-0.7906865
0.5014178,-4.2102594,4.9369082
8.614071,6.036381,-2.5751991
-1.4521402,4.6116605,-3.9339705
-2.964372,-2.8827367,4.7014985
3.6084933,-2.9275022,-2.467569
4.772668,-21.52083,-0.66498387
7.9192247,2.2416058,-0.05085187
-2.3455544,7.221909,-8.468154
-3.0857008,-4.763194,3.3031
12.08776,-2.3267322,0.947472
9.465816,-3.0384648,-1.9273603
2.1375067,-14.105142,5.704873
12.262145,-0.10160409,3.9437602
-1.347908,-1.8950111,5.734727
7.6237497,4.8141465,7.5749702
7.0047445,-11.767962,3.1537971
-0.24768835,-1.6269959,6.300592
1.537195,-19.571949,4.9203796
-0.4938893,10.586981,-5.4566445
1.0715072,4.994374,0.4731799
-0.29738808,-3.3755682,4.875326
3.598034,7.6869264,-2.1531558
6.2781463,-5.1473956,4.3980765
4.9616914,-0.589135,-8.127853
-3.155053,-1.6167743,5.157029
-2.0054407,-1.3572283,6.0286584
-2.8709695,-6.501303,3.4311135
-2.7213871,0.9733833,12.380516
7.3837843,2.3864703,0.62986827
-4.204811,7.1793056,-6.7063546
8.561847,-6.841475,3.0402064
-3.6347954,-5.263106,4.6994576
5.7359953,9.7667465,-2.4255886
11.495685,1.3384676,3.7148669
4.087063,1.1616142,0.8341154
5.5297284,9.845366,-1.6295177
10.21935,-15.623786,-4.7457266
-0.49269617,10.544751,-5.4654694
0.7603526,-4.165755,4.0005836
-1.2989572,-0.19349101,-0.7567042
-0.62542033,-11.283898,8.877622
3.1013277,12.506452,-3.9132986
-3.8177953,-0.65048945,18.140419
-4.9258704,-9.061398,-2.057594
1.9410206,-6.2611513,1.875403
8.547539,-5.8282657,-5.3624754
1.0454524,-22.033398,1.1410547
9.730674,-14.323896,-2.2266042
-1.1398638,-22.088673,0.74254113
-10.07756,8.645313,3.7086003
-2.4661827,5.5309258,3.0827005
-4.5766296,0.5583416,13.115864
1.7952693,-1.511091,6.9619493
-7.6107783,7.1942105,0.37103695
9.740119,-13.365097,3.7151759
-2.5809503,-9.830466,-2.1964715
5.884136,0.975982,-2.5486765
0.33295497,-4.53677,-2.7213757
-3.167014,16.099232,0.5067986
-5.0325418,-2.5852633,-0.42613062
-5.255841,0.3719683,13.512665
1.1845858,-20.540693,2.7886143
-3.0388284,15.931132,1.1556034
-2.8610685,15.163775,1.0465955
-1.0945895,6.7723265,-3.029889
7.8653607,-1.2456534,-4.524982
9.720124,-17.725502,3.6951914
6.8033977,-12.047079,-4.6349816
-2.2427099,0.23885591,1.8567419
-12.096348,4.3531194,-4.259423
6.4727573,-13.544811,-1.2793102
-13.340736,1.5156484,-9.866409
8.379417,-4.053332,-2.701604
-3.502622,7.3457117,-2.7655873
6.7019773,-12.881187,-5.585237
-4.5032773,18.893562,1.714456
1.9172446,-16.60892,-1.5134354
-16.919817,6.924168,-13.733216
-13.503152,12.190722,-0.5951704
-7.4171453,4.209982,1.2037089
3.2890651,0.5200371,-2.2528336
-3.0167046,-0.113698825,15.830115
0.5099319,-4.7194405,-2.461833
2.09708,8.419158,6.936242
-8.185011,2.948309,-1.794086
-4.1567597,-3.5040417,-0.056071445
7.4939256,-1.5703827,2.7720015
-1.6558414,-6.2322125,-2.14272
-16.370386,7.2392335,-14.438073
-3.2983928,-12.049683,-1.4809314
11.758155,2.374941,4.6035595
13.797512,-5.767164,0.60280985
5.275583,-22.37961,0.72807914
7.306468,23.698273,2.0160003
2.113527,-14.882114,5.4619694
-9.88391,10.253282,-7.4552608
-5.1331573,10.630636,0.96856874
5.101273,-18.130388,0.09611392
7.609538,-13.6681185,-0.4636576
-5.584752,-8.871641,-2.2272398
-5.72552,12.110682,-4.547346
7.706255,22.777107,3.3685172
2.1297128,-7.606774,0.3233442
3.2607124,-11.980292,5.818054
7.1319847,19.599781,0.5220348
-2.0437126,0.6060117,14.589352
9.231128,-4.722839,-0.5426508
7.653147,-14.549372,0.7993331
7.221113,-9.429709,0.033880875
-3.1854098,1.4026155,-3.7761269
-4.5688057,10.450313,1.6805842
-11.264746,12.102556,-5.639127
-13.381779,10.544925,-1.799073
-4.4888515,2.7113247,11.529796
4.2685027,22.165377,2.034449
-5.5788,12.219493,-4.4438715
5.7385955,4.75187,-2.25361
7.6635456,-5.166337,-1.7453583
-7.962843,9.187345,1.1932052
4.91203,12.829239,-5.222628
7.695467,23.47293,2.5283222
2.4184525,-15.899472,4.7937636
-2.7105396,13.36757,1.529049
4.784526,11.063704,2.891193
-1.7605866,19.834312,2.0564265
7.9012823,20.251383,1.1178817
14.741158,-1.4509844,0.5977144
-3.1432505,13.282148,3.0279317
-3.6675675,10.423696,-2.8680942
7.2788906,-9.006567,0.012552157
-4.477675,10.087765,0.4552489
7.9282265,-3.7568996,4.6461043
6.4609365,7.4336543,-0.10556235
7.182003,-14.362882,0.39725628
-6.2028008,17.808725,0.7686627
1.740173,-15.484864,5.8329964
0.12841181,9.351246,2.9219248
3.0946128,-22.154463,1.1114998
-5.9878316,18.189102,0.3350409
5.7236004,22.086752,1.7294873
3.0183969,-18.86985,3.0489473
5.2216177,13.030404,-3.826356
4.982511,-13.686429,1.191115
3.9307923,16.509676,2.3156269
6.872419,21.441397,1.4980643
12.047357,-2.111266,0.9528386
2.8760457,-19.882687,3.3191
2.910128,-3.2494955,1.7140884
2.397265,-16.595924,-1.559279
3.8268743,15.594614,1.7768676
8.709274,-12.437268,1.6895754
3.7345479,-8.349291,2.0956502
-10.075705,11.143397,-2.7170236
8.645228,-6.7818074,-5.263392
5.969147,-0.77005935,-0.13139963
-2.5987377,21.038776,3.1751564
4.9717903,18.656557,3.0948892
5.073014,11.79636,2.3103263
9.778993,-3.8603058,3.371471
-12.450183,6.6875277,-3.08801
-10.939805,9.798961,-2.9304767
-4.786632,18.369444,4.9661365
-7.341016,11.643406,0.27492556
-1.3486212,19.861881,2.103777
9.667825,1.156079,6.9826045
3.4623613,14.730972,-2.7998385
9.321397,-13.688895,1.2151595
7.907242,18.9511,0.73239857
-1.9689711,14.179577,2.741965
7.5258718,17.662962,2.6651835
5.9958377,13.876624,-5.6546283
6.267431,-13.616129,10.359616
4.468758,16.273577,1.8026882
-8.573384,3.8663702,4.733331
9.640036,-5.5135646,-2.6355302
-7.307149,11.466321,0.3754458
5.2165327,17.87672,1.3173866
3.7138493,-22.609272,2.5863562
7.6567326,21.751062,1.0726818
7.180577,-10.136857,-3.0076277
3.6851625,14.281583,-7.3689947
8.79909,20.299732,0.9327817
-5.8057337,3.3717377,-1.6665846
-2.0900595,-10.630428,6.3800864
11.505469,-5.4767323,-0.36419278
6.291991,-14.371674,-2.4485261
6.261851,18.284111,3.1389036
-3.617244,20.253141,1.3279945
-5.3232555,16.997753,1.94048
-3.6902263,-7.803156,-0.6034687
-2.9112859,19.496042,0.541809
3.0307195,-22.776846,0.5106376
5.0346556,16.456846,2.187643
6.691935,13.797771,-5.718736
-9.884614,11.288509,-2.5070355
8.557328,-13.829883,0.75435174
-6.6667733,17.126055,2.3408375
6.4661913,-3.7026682,1.8472885
-4.5087914,4.5562305,-5.909189
5.7815185,17.257576,1.1822779
11.218071,-3.843481,0.29658696
9.098243,-7.47153,-2.5787337
-0.97179,-18.51389,0.29901722
-2.7464585,9.560396,-2.4575307
5.8817935,-19.131756,-2.0957413
5.2945266,19.28206,2.180781
7.182927,19.072166,2.1266768
-6.161636,16.991537,3.9656692
13.756001,-4.7113957,-0.38851187
9.2971945,-2.1365676,2.0909262
6.788569,10.3987665,-3.6999056
-3.5917528,10.722347,-4.699499
-1.0238944,14.152542,2.6834009
12.161846,-7.216716,-0.15565589
-3.938128,18.36185,5.234138
7.6293507,21.651651,2.6991177
-0.14053132,-6.343951,0.15311007
6.28828,21.894537,0.7834783
6.9787774,-14.190092,-1.4715707
-9.195087,-0.88872695,4.0991745
-10.976194,10.245417,-2.7486959
8.286954,19.458385,0.3707572
4.454709,22.30316,2.0139694
-4.320522,9.46264,0.68963903
4.1185074,-22.617285,-0.6483279
8.720354,-7.3184576,-5.0880256
-3.17202,-2.0304325,18.606104
11.2692995,-7.501779,1.0728261
5.865023,22.143982,2.5587404
6.033268,-15.423851,-2.4923356
2.247829,-9.5270195,1.2285824
1.3883426,4.6561804,-8.807472
1.9486382,-21.08253,-1.8199319
9.750171,-4.1921463,3.0481296
-2.4256098,20.066278,2.2756844
-4.6511855,20.60759,4.365951
2.8545659,-11.008955,-0.14820977
5.223765,9.804762,1.0492753
-2.539006,-1.1850328,-5.3358183
-4.7149453,3.134094,10.901782
3.8775897,15.778547,1.8274328
12.879446,-14.254856,0.2681771
-6.386659,18.912292,2.4881046
8.094137,20.294727,2.5892427
2.6371899,-13.953543,4.4238954
3.5352178,-17.846813,3.2059386
7.997196,23.903503,1.776574
7.191004,22.813417,2.5676455
-3.6256018,17.105938,3.8229485
6.2749586,4.6635485,8.056088
4.641895,-2.4425192,-5.695397
5.6318026,-16.092852,-2.223692
5.4068766,13.637941,-4.6732364
-10.675655,8.735626,-3.0310884
3.0964193,-10.502963,4.523043
-5.0462365,5.757172,0.33962402
9.25514,-4.3549867,2.287853
-4.3304725,2.5579665,9.832566
2.9328458,-19.52645,-0.22020122
-10.655297,11.382775,-0.70122427
-5.592706,16.844023,5.1921916
-10.633942,11.337817,-0.7028452
-7.3482375,4.4802876,-8.752864
5.4507303,-2.9475608,-9.30228
8.331144,19.33249,1.7732332
-19.860834,6.9992905,-6.150196
2.2504287,6.1904664,-11.348733
9.8570595,-19.733995,-3.218554
1.8566469,-22.40593,0.38415465
-4.063411,10.02738,0.15782695
6.100734,-5.0257716,-0.38554332
4.8522315,-5.829489,0.49121463
7.4412994,22.280329,3.0472057
6.7657003,19.326006,1.4467831
3.6487162,6.893044,-8.564205
0.32558897,-13.220217,5.534791
8.30362,22.340326,0.7240077
6.113823,-12.970547,1.6270198
-5.642594,18.266813,3.3041782
6.7005935,21.537886,2.7832828
4.9901376,-16.983938,1.4417417
-5.31616,1.5671088,11.371289
-2.8356104,18.230162,2.7722034
7.9829755,20.862776,0.4631853
8.90986,-12.758805,0.72569984
-6.377952,17.638346,2.1227622
-5.602592,12.051389,-4.633826
7.5729094,20.022692,3.3789065
7.436867,20.451996,2.807593
4.11996,15.047063,-5.060608
-0.4880991,6.428105,1.3154376
6.4456987,-16.608364,1.4350328
-15.32412,7.0906506,-14.0254
-15.3985615,10.537532,-10.062631
-6.7406836,-4.874987,5.0454655
-6.2104263,-3.8273795,3.9149828
-5.1330695,-4.629393,4.092671
4.7424355,16.353296,0.60402566
0.30863863,-17.289244,3.4231915
-7.4257884,10.444856,-3.1228273
8.056541,-9.188356,-2.2900655
9.326888,-1.9064885,7.280552
-4.871155,1.8460767,11.124695
7.1866965,23.546879,1.3078784
10.199807,-12.982621,1.7188376
5.530576,19.801817,3.0631585
12.159559,2.0017767,-2.3891354
-1.1009831,1.2609804,15.421307
6.847397,22.77226,0.3532518
10.115637,-5.6161118,-2.4891124
8.235583,-7.3814926,-2.4129593
1.5609224,-19.43714,4.929836
-1.5759518,-13.027966,2.3634496
6.744361,23.057732,1.690051
5.622643,20.146349,1.5464654
-5.762009,15.886526,1.2733237
9.678537,-11.795275,-3.194465
7.944044,-3.4401653,4.5429015
3.5094037,8.088194,6.7954826
5.3675203,-7.0328603,-1.811417
3.5420763,12.434892,-1.0566239
-4.371827,-12.569371,2.85684
-4.1563473,2.0272985,11.546206
-5.7780247,4.8172355,5.50805
-0.6825545,-18.912003,0.19941446
5.0436144,18.275356,2.8695333
-4.185024,7.4659624,-4.5626245
1.7094752,8.332078,-5.845111
-3.752591,0.8673152,17.385548
-11.859143,5.0240726,-4.6549416
15.124696,-5.932801,0.49296707
6.8541474,19.026985,1.3598087
-16.611631,9.106635,-12.457232
-2.1437683,0.011785158,1.7117965
-8.269563,-0.79362947,3.4654286
6.727155,21.333069,2.7594798
-0.4128382,-8.590732,-0.5688803
6.952218,6.2046795,6.5508566
1.0686696,0.8638871,-9.443467
-3.2490861,-11.404279,1.7939847
-8.699605,-0.7458477,3.554802
9.935293,-19.723497,-3.4237745
-7.943982,-6.639424,-4.898207
6.4377413,-16.262154,-6.2023726
7.56994,0.26023304,3.9273071
7.1788707,18.907417,1.9743391
6.2217083,-13.34538,-7.340917
4.379794,-6.7090106,-4.849459
0.75951606,4.184338,-8.746248
-2.9961953,-0.07112526,14.29548
5.37554,1.0474526,-6.050771
7.5153985,-17.774761,-2.2807682
15.600235,-5.8565106,-0.21851873
3.0204792,-9.132883,8.48745
2.7538097,-12.268924,5.6306705
4.620002,-6.588362,-5.291193
-2.9223473,7.04854,-5.6277375
3.4283829,-17.56155,1.0550627
9.772637,-2.1594975,-0.12757331
9.876541,-8.876846,0.44656888
4.2502875,11.627328,3.7017748
7.05416,-11.568025,3.0713706
-7.9999685,4.667929,1.0852225
-9.179196,6.009168,1.8442461
-13.530349,9.803975,4.306741
-12.872741,10.321997,4.622407
-12.440589,10.058643,4.255361
-13.32215,10.209875,4.9241095
-11.346034,8.119537,2.1971445
-10.98316,8.482007,2.9017792
-1.9189159,-3.549307,-1.7493281
-12.964218,9.920657,5.368652
-10.759763,8.494067,2.6359692
-12.444948,10.592379,3.1410406
-11.758999,9.966647,5.4488792
-6.2037196,3.6428223,8.343843
-6.012249,-3.9866827,5.662027
-5.9388185,3.5362515,8.671067
-12.229949,9.607106,5.1316824
-12.240715,9.927576,5.2545657
-2.9361224,1.3418446,-7.3412495
-12.302947,10.385106,6.0211105
-9.154306,6.0395317,1.7913985
-12.2965145,10.47236,6.192607
-13.261598,9.4188385,4.0839396
2.9928377,13.086102,-5.978268
8.021325,-8.5952635,5.5374947
6.7201962,13.911239,-5.7910595
-2.70551,19.346502,4.930931
11.8822,2.8609815,-3.3478477
3.471688,1.2798445,-0.5633859
8.109443,-8.132097,4.3657784
12.598004,0.3788617,1.9256767
-5.7594852,-0.41851032,18.06982
8.191269,-17.892931,-4.2838345
2.941741,-6.1625195,4.484455
5.7152305,-11.663304,10.341175
5.577686,-8.342446,10.864675
8.985483,-8.243554,9.339759
-5.1272697,3.17121,9.725913
-3.6049774,5.1766777,2.980047
-2.4862065,16.6867,2.8737218
13.46003,-2.7370625,1.4393617
4.1760535,-13.251981,7.0765753
-3.8348832,19.523132,3.6457455
-3.1650867,16.84237,2.6638367
-2.5150235,16.821928,3.2229562
-3.369938,20.529974,3.7622623
7.120633,-11.97809,10.219939
-2.7014956,0.53800243,16.485292
7.212406,-12.384779,-1.1099712
8.680642,-14.550249,3.5472202
3.2700517,8.075738,-2.0153978
4.7675447,-12.932366,3.919233
5.9433904,-10.494819,1.4795358
9.257728,-10.261201,9.907279
-2.596133,18.363304,3.908052
2.225884,15.73376,-4.574676
8.624232,-8.7382965,2.4244561
3.7488883,-5.6315193,1.234017
-2.9257998,-0.46041012,16.968878
6.9528527,22.018806,0.71117043
-5.1162224,16.864933,2.402008
8.419178,-5.5647893,4.03712
6.579495,23.399225,1.9871961
4.0592813,-13.166139,3.6989908
12.240632,-1.3496535,2.5002348
4.4474134,1.5625783,-10.071993
-2.5499053,16.590805,2.9245396
-3.848606,6.339122,3.7502801
-11.856471,9.441028,2.86411
11.3532,-0.31242567,2.1129377
7.9701524,-5.4507494,1.4622895
-8.667869,8.529491,3.9211597
-3.9131117,20.791918,2.9336238
-4.1752496,2.3833838,16.237442
6.8282223,-7.9204173,2.4871004
16.820341,-5.541423,2.5200782
5.1559973,-9.695747,12.30323
8.430075,18.313177,0.5962478
-2.609636,14.224584,2.3232117
10.7278805,-9.199244,-4.635893
7.589548,18.273443,0.41157854
3.966016,-11.041302,9.879704
11.404956,-7.868452,-4.3922343
3.0766485,-5.525267,4.4086785
7.5425844,-5.0297294,4.784842
8.456015,19.041185,0.9052431
-3.2044785,18.719698,3.5808756
7.957034,-14.622685,-2.2134924
11.162051,-0.2271443,2.2197845
4.761286,15.27511,2.856312
12.352903,-0.12785669,3.8271835
-2.6163085,20.229984,3.8005586
2.4454951,-12.54988,9.256662
-3.2780674,18.876595,3.549474
-4.619736,-4.2386565,-0.69759256
4.853096,-23.84016,-1.3455205
8.612829,-11.7068815,-1.7734952
12.36219,-7.060447,-2.4922357
-2.189804,-6.963696,5.171368
-2.0135047,0.7138374,14.830369
0.4049063,-23.264008,1.8016288
2.9397275,-9.339924,0.85146546
12.8681345,-0.9245869,-2.428405
1.6174409,-10.915985,-1.1528137
5.298412,-2.7143176,-2.6993957
4.190927,-10.552448,2.1131036
-1.3961068,-6.4241095,-3.3633556
-2.8296666,1.7604651,16.773699
2.4578836,6.4176397,-2.8631299
10.071732,5.4487123,-1.6106399
6.5351667,12.078517,-4.0457335
-2.9680758,5.7187986,-0.13770805
8.129674,3.3645766,-3.999555
1.7434062,-1.3950226,0.7158702
2.2025034,-2.2221074,3.7337916
8.106396,2.1518776,4.203221
8.56801,-3.054177,0.08164967
-3.619765,-0.18505208,17.901855
4.3753605,-18.405521,0.5082909
6.2172394,-7.3239193,-0.16659902
1.7377872,-1.2095213,-1.771161
-14.857567,10.789406,-2.434395
1.76318,-2.9364886,3.987059
-12.544075,11.88222,-1.1639401
5.5723834,-4.632335,-0.11423209
-3.5048811,0.110697255,12.98986
-11.357562,13.450792,-3.688067
-4.9430404,1.5217208,14.694886
5.5297933,-4.4048686,0.5486396
5.547469,-6.65053,3.4210165
4.932158,-13.267452,-1.4684683
-1.8369045,-6.9238124,5.893811
0.8186955,-6.686653,1.409992
0.79506147,-11.9357815,-0.4791395
2.8145506,-10.206189,2.3267274
2.1633594,5.338314,1.9222273
13.396839,-0.073367536,-2.531174
3.2830296,15.764721,-4.912292
2.0355206,-0.46051934,0.4902221
2.804777,-19.448547,0.11975497
2.9255867,-19.4817,1.5216167
2.8687692,-12.634934,-3.7974277
-4.117211,-0.97790366,18.507011
1.5387678,2.014463,-3.3745925
8.633029,-15.28937,-0.49517143
-3.989625,0.25668404,16.469538
2.5038583,-17.943369,1.4381517
7.4820895,-11.139941,-4.2377906
5.6058235,2.4159133,-1.45577
7.9576883,2.1647503,0.48647317
-2.3274705,2.6290417,-2.48024
-4.124516,16.473467,2.2329626
-7.8503346,10.747644,0.42830384
4.570909,-10.338523,-1.8654485
-4.61773,-8.788053,-2.9916086
4.6308036,-16.620111,-0.9729615
3.8735023,-6.165557,-3.4737706
0.8026354,0.8974677,1.8026083
6.695825,10.845276,-3.6186802
-0.98245984,7.253746,-2.7540905
-11.77477,12.919592,-0.43084675
-4.5536103,2.4647985,14.244387
9.217775,-5.185009,0.018446507
6.387261,-10.026732,3.2874753
-1.847842,-15.304094,0.06995997
13.08645,-0.56995475,-2.5467422
-0.3330949,-1.3064169,2.8515735
1.6532084,-1.6473804,2.360416
0.42179093,-15.469827,1.3785506
2.7551308,-2.0258095,1.7053933
-5.4301987,8.392612,-3.957936
11.201525,-10.626307,-1.6804414
4.8436575,-12.290055,-0.599179
4.4395685,-10.313269,-1.9384868
1.1844245,-12.55912,-2.0196676
-0.7498983,-2.7415216,10.922327
14.70308,-7.4496436,-0.01534681
7.4176188,5.2844806,6.651761
2.9096663,-12.608034,-0.601098
0.7598505,-15.478245,-0.57087094
5.002826,-0.7817389,-2.02985
-0.6272519,8.034653,-2.6224666
-4.2837987,-2.933365,4.17694
-2.363429,-3.1978545,6.545153
2.169441,2.7472694,-1.6737621
7.3173575,-2.0751746,0.30803722
-8.987058,6.5981197,1.439055
6.2819343,-4.2541513,-1.3295758
3.262111,-0.24131793,-0.1937238
-0.6158567,-9.643602,3.3137777
-11.761643,13.099221,-3.9384856
-2.2470202,-10.559954,-1.777499
-4.4827485,-2.0643697,3.2702584
-7.401635,5.7721543,-8.784601
-4.624471,-1.3856082,4.4576364
-3.1903718,-0.14180128,-0.9861474
4.8312984,-14.030711,-4.8337965
8.807218,-3.2346709,-0.9157986
-21.020746,3.2502534,-10.262322
5.1684427,12.128872,2.332152
-3.6205072,-0.0752449,-0.71416783
2.9694657,14.238862,-4.258477
3.3020535,-22.500938,-2.6299043
-6.5404263,-4.285222,4.3185234
2.0665011,-1.5602822,4.5301895
-1.5355358,-5.1864038,2.5785291
4.627961,-13.0287485,-3.916596
-0.5509865,-20.095406,2.518228
6.666834,8.384758,-4.307637
-3.7947366,-18.522297,0.91587013
-5.0857654,-1.7054781,-0.94059616
3.424741,-21.610159,2.6180167
-8.197875,1.8920101,2.330697
-4.6902905,1.7388599,14.617059
-3.792306,16.787176,2.175058
4.657403,-20.765064,2.265311
-4.851266,-5.711677,4.2114377
-3.8893926,-18.554697,0.9107678
-6.63302,0.27362671,17.233204
0.08659338,-7.8269663,1.6366714
-3.9345398,-18.567131,0.9964604
3.5327609,11.442944,-3.4671016
1.1315851,-0.39500874,-3.125799
4.599254,13.274886,-5.01418
-2.9488814,-6.209563,3.0152872
8.374079,4.6584964,-2.1184435
4.2070193,5.903717,-1.6915394
-6.0176864,-6.7288775,6.3808947
-12.542946,6.8892426,-12.570568
-11.446355,-1.013296,1.0176516
-3.3379157,-1.7341679,18.484571
-4.011856,-2.444321,3.019829
-3.9808433,0.04768552,13.360601
-5.591709,-6.02429,4.9505944
3.7079482,12.384048,-4.496754
-3.9030812,17.696867,2.263289
-1.583334,-20.107912,2.251282
-2.1233044,0.45571586,3.078129
4.301228,1.6128949,-0.17327121
-2.6062565,1.2473643,14.088852
-13.352649,6.578754,-12.8928
-7.4727554,8.195783,0.41807958
1.5898029,-19.586134,2.603614
3.265793,12.804707,-4.818616
-6.3260574,0.38273495,6.0455894
-1.1062198,-17.68379,0.33524576
-5.3013787,-1.0363202,16.974298
-0.69007754,0.26597077,-1.8113378
-6.2148223,6.9151745,2.2398126
-6.4566708,0.014461091,18.182222
-10.821333,13.202907,-1.4079254
-8.066928,9.301358,2.1606534
-2.7273808,14.910094,1.8816633
-8.304623,-4.316487,-5.568573
-8.097855,1.9110186,2.3910751
4.682064,12.7588005,-4.4880233
6.681022,-18.774126,-4.205985
-8.822503,4.5728545,2.0954154
-3.4872608,-2.7977788,3.038751
-5.7091594,1.4625708,6.038737
4.068938,-22.517078,-2.5694644
-3.9407887,-7.9363823,-1.3794981
-11.109466,6.350995,-2.6510744
-6.952458,17.070639,1.4170326
4.7530575,2.6619976,-2.7315078
9.766952,-0.3337171,0.23577107
-15.376274,6.771532,-15.311864
3.485389,15.81601,-4.8302803
-5.247163,18.752817,1.0204449
4.200942,-20.337795,1.3187063
-3.5447311,13.865278,2.4696362
-1.966754,-10.501907,5.545231
10.880346,-3.4710052,2.953532
-15.473835,8.396352,-14.171239
4.1113935,22.395563,2.0113778
4.828726,-3.5003195,4.250067
4.488578,-3.575917,-0.49753487
8.267749,-15.845748,-4.506888
10.995925,-3.660754,3.040457
7.6476107,19.178068,-0.58682966
-16.515444,6.0641456,-14.515644
3.0611093,11.389613,-2.6801257
4.5009737,-15.191234,-2.7118297
-2.227538,-11.868722,5.3424244
5.4894996,-21.116697,1.4912089
7.2026625,-7.160006,-2.4155746
3.0727875,-13.662572,-5.2035017
-0.7667536,4.404415,-3.85206
9.542829,-0.78600985,-0.21598166
8.641287,-18.147741,2.5911374
2.9433517,-23.498034,-0.6041321
-1.97875,-16.823149,1.2620811
-0.14105517,-3.8282437,1.0326658
-1.8815999,-15.568487,0.52094555
-1.9824408,-14.464442,3.4419496
-4.485029,-6.0625744,3.3935826
4.661885,1.0095495,-0.15877494
-4.2981906,1.4542569,1.7500764
1.835913,-19.180553,2.0136073
6.9530673,-7.472387,-2.5649858
-1.2219433,-16.523071,-2.2829282
-7.937015,-0.8979061,3.631489
-5.4120836,-7.3619323,1.9059392
0.544911,-19.377558,1.4347336
0.34211117,-3.7989028,1.1136391
1.4953482,5.276971,3.584804
-5.6514053,-7.7292275,0.6692158
-2.3673372,-11.158521,5.6300316
-1.999375,-14.480504,3.4758148
3.2460797,-18.164614,2.5389664
0.9362958,-3.6491816,1.1932777
4.447814,-24.262,-2.936406
0.21128315,-3.2921667,10.8841715
1.2556727,-3.6430714,1.2202549
-1.6818815,-17.156878,1.2335799
-5.6613836,-7.6596384,0.5138657
-7.602294,2.251282,4.678752
4.996034,11.32939,2.6570768
-0.9894358,8.089944,-7.8777747
5.4494014,11.506836,2.2504494
4.3453546,5.1577115,-3.0769656
1.2596954,13.788359,-2.0704448
4.8295426,-15.147305,-0.77084184
3.8041708,4.6495824,-5.09252
5.0267496,0.36590493,9.557721
9.31249,-3.6834855,-4.1170354
3.2721756,13.7639885,-1.9442856
8.362972,20.927448,2.1009545
5.8174424,9.788778,5.166396
5.476533,18.22514,1.4220359
10.65275,-14.754256,-0.81457245
9.294774,-8.770815,-3.774114
12.180893,-4.499447,7.12051
4.832507,-2.8937426,-2.8389034
8.329568,22.754848,2.0766017
-3.6956725,5.9952145,2.434539
4.6116543,10.193554,3.390585
4.538307,-10.494648,4.4519787
7.3556113,4.298017,-3.38903
4.0248947,-1.8813958,-7.1759686
3.623568,-21.343996,-2.1814685
11.896833,-6.9393682,-4.6755676
7.7432604,-0.044480376,-6.55525
4.9631624,3.784833,-8.30729
6.78152,22.571873,1.4418818
12.125869,-5.6136713,-3.1229713
9.246387,-5.602629,0.48095053
3.8558245,-7.1830006,4.6842985
-1.554717,-2.228504,0.20488593
0.27567917,8.526596,-7.5843544
-0.8533906,8.028426,-7.941022
5.7609563,16.724815,2.1712632
-4.6275845,20.201492,4.3186474
10.357289,1.1052105,1.3538679
1.552991,8.503986,-8.696319
-1.8986875,0.4200115,-1.4275498
3.3140693,15.998191,-4.933991
12.528656,-4.244752,-5.394841
8.306544,7.691137,0.784153
5.591101,6.6354995,-7.03963
2.7508628,1.6017616,-4.812974
10.339956,3.6939046,-2.7481127
15.220858,-2.1060147,0.547266
12.454353,-5.0609045,-4.3309665
-1.5218506,3.357465,4.5386186
12.57739,-4.2939672,-5.4412436
7.35203,9.381338,1.6083044
11.573353,-5.5869107,-5.3682103
4.442964,7.1544094,-4.360791
-5.4379797,16.767818,1.7807477
13.701974,-3.411591,-3.6295722
-4.6003065,0.37243983,-9.180119
5.889893,-9.235669,2.3579323
4.0235343,-7.522784,5.0928135
4.2986393,11.295155,4.0231953
8.786287,3.4725597,-4.078852
7.3937116,-7.381195,0.663656
2.897803,11.096331,-5.028116
6.3078856,-16.153059,5.4380803
-2.310902,7.611917,6.378242
7.6150084,10.082144,-3.5616398
7.002194,9.969678,-2.9197268
11.644932,-5.486618,-3.7319913
2.0180092,11.720544,0.8847393
2.0795033,15.1701,1.5247818
13.151823,-5.196705,-3.83983
-2.3575299,7.828729,-7.297314
8.433359,8.298292,1.4401764
4.4210215,-15.749834,4.466059
7.821071,-16.613941,6.76668
12.748077,-1.9437956,-3.265382
4.404976,4.8544827,-2.8927681
6.9289265,18.734356,-0.9188286
13.654469,-4.8821573,-2.8261151
5.818943,-11.557494,-3.1048002
4.545521,-8.982495,0.79853797
8.906708,-5.1058764,-6.8791614
10.97568,-5.802567,-3.0070705
4.436761,9.301595,3.8358843
13.3371,-5.251664,-3.8151937
16.002386,-5.682933,-0.7938744
5.6902833,8.882874,6.54708
-1.9328502,-16.995989,2.1737828
0.23236719,8.814431,-7.42317
4.3697577,7.0368743,-4.513786
4.113991,6.0133443,-1.7525079
8.509218,-14.255278,-0.07371169
6.6263514,7.4518805,-0.05496488
3.8647723,3.780308,-4.3862157
4.934463,-7.9521317,-4.446712
6.0816703,4.2058687,-2.5098686
10.480871,1.102647,1.3063865
14.100591,-3.4641733,-3.7740219
4.284891,-4.85081,1.7054416
12.503781,-6.4413853,-5.084171
5.9281955,9.617791,6.22521
-2.6795673,12.987281,3.3166518
4.111063,-6.628517,-6.009846
7.7053976,-1.000613,-5.162717
-5.3928256,18.01072,2.6087008
